classification,device_type_code,device_type_description,cpu_util,latency_capacity,avg_price_per_gb,ttl_used,ttl_usable,pct_used,ttl_allocated,client_id,period_id
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,78.43,194.84,40.25,79.74,137,1593
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,154.17,202.06,76.3,434.77,137,1593
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,126.83,192.3,65.96,130.69,137,1593
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,63.57,197.37,32.21,542.21,137,1595
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,79.42,195.03,40.72,80.54,137,1595
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,154.92,202.06,76.67,434.77,137,1595
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,126.0,192.0,65.63,130.16,137,1595
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,63.58,197.36,32.22,542.21,137,1597
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,78.46,194.6,40.32,80.02,137,1597
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,154.63,202.06,76.52,434.77,137,1597
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,129.47,192.32,67.32,133.31,137,1597
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,60.18,197.37,30.49,527.87,137,1600
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,78.88,194.65,40.53,80.4,137,1600
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,151.85,202.06,75.15,425.56,137,1600
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,128.51,192.22,66.86,132.45,137,1600
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,78.89,194.7,40.52,80.35,137,1602
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,151.45,202.06,74.95,425.56,137,1602
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,127.51,191.82,66.47,131.84,137,1602
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,60.26,197.37,30.53,527.87,137,1604
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,78.22,194.93,40.13,79.45,137,1604
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,151.58,202.06,75.02,425.56,137,1604
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,129.81,192.27,67.52,133.71,137,1604
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,60.25,197.37,30.53,527.87,137,1607
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,78.41,195.26,40.16,79.3,137,1607
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,151.13,202.06,74.79,425.56,137,1607
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,125.5,192.33,65.25,129.33,137,1607
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,60.36,197.37,30.58,527.87,137,1609
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,76.6,195.16,39.25,77.59,137,1609
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,150.94,202.06,74.7,425.56,137,1609
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,124.68,192.1,64.9,128.74,137,1609
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,60.38,197.37,30.59,527.87,137,1611
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,77.64,195.3,39.75,78.5,137,1611
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,151.62,202.06,75.04,425.56,137,1611
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,126.51,192.39,65.76,130.28,137,1611
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,60.41,197.37,30.61,527.87,137,1614
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,78.04,195.3,39.96,78.9,137,1614
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,151.33,202.06,74.89,425.56,137,1614
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,126.47,192.31,65.76,130.31,137,1614
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,60.45,197.37,30.63,527.87,137,1616
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,78.34,195.3,40.12,79.21,137,1616
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,151.7,202.06,75.08,425.56,137,1616
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,126.25,192.09,65.73,130.33,137,1616
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.0,197.37,30.91,527.87,137,1618
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,79.32,195.45,40.58,80.03,137,1618
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,152.12,202.06,75.29,425.56,137,1618
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,129.33,192.35,67.24,133.14,137,1618
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,60.99,197.37,30.9,527.87,137,1621
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,77.7,195.27,39.79,78.59,137,1621
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,151.71,202.06,75.08,425.56,137,1621
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,129.93,192.36,67.54,133.73,137,1621
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,60.99,197.37,30.9,527.87,137,1623
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,152.52,202.06,75.48,425.56,137,1623
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,128.94,192.13,67.11,132.96,137,1623
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.04,197.37,30.93,527.87,137,1625
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,79.34,195.35,40.61,80.14,137,1625
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,152.18,202.06,75.32,425.56,137,1625
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,138.06,192.51,71.71,141.71,137,1625
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,60.73,197.37,30.77,534.01,137,1628
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,78.83,195.32,40.36,79.67,137,1628
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,154.4,202.06,76.41,434.77,137,1628
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,129.64,192.38,67.38,133.41,137,1628
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.1,197.37,30.96,534.01,137,1630
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,78.74,195.28,40.32,79.62,137,1630
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,154.85,202.06,76.64,434.77,137,1630
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,130.61,192.2,67.96,134.57,137,1630
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.04,197.37,30.93,534.01,137,1632
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,79.74,195.43,40.8,80.46,137,1632
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,154.88,202.06,76.65,434.77,137,1632
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,131.57,192.41,68.38,135.32,137,1632
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.06,197.37,30.93,534.01,137,1635
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,79.47,195.32,40.68,80.3,137,1635
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,155.44,202.06,76.93,434.77,137,1635
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,130.43,192.22,67.86,134.38,137,1635
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.0,197.37,30.91,534.01,137,1637
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,79.19,195.25,40.56,80.1,137,1637
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,154.77,202.06,76.6,434.77,137,1637
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,130.21,192.06,67.8,134.31,137,1637
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.08,197.37,30.95,534.01,137,1639
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,80.23,195.4,41.06,80.98,137,1639
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,154.88,202.06,76.65,434.77,137,1639
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,131.93,192.35,68.59,135.74,137,1639
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.02,197.37,30.91,534.01,137,1642
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,79.76,195.32,40.84,80.6,137,1642
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,154.37,202.06,76.4,434.77,137,1642
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,130.02,192.21,67.64,133.97,137,1642
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.0,197.37,30.91,534.01,137,1644
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,79.61,195.24,40.78,80.53,137,1644
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,154.89,202.06,76.66,434.77,137,1644
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,130.18,191.97,67.81,134.37,137,1644
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.39,197.37,31.1,534.01,137,1646
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,78.44,195.26,40.17,79.33,137,1646
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,155.2,202.06,76.81,434.77,137,1646
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,131.71,192.19,68.53,135.68,137,1646
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.02,197.37,30.91,534.01,137,1649
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,78.97,195.25,40.45,79.88,137,1649
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,153.9,202.06,76.16,434.77,137,1649
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,130.39,192.14,67.86,134.41,137,1649
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.0,197.37,30.9,534.01,137,1651
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,79.18,195.21,40.56,80.13,137,1651
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,154.45,202.06,76.44,434.77,137,1651
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,130.87,191.93,68.19,135.1,137,1651
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.03,197.37,30.92,534.01,137,1653
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,80.55,195.29,41.24,81.42,137,1653
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,154.37,202.06,76.4,434.77,137,1653
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,134.03,192.25,69.72,137.94,137,1653
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.06,197.37,30.93,534.01,137,1656
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,79.8,195.22,40.88,80.74,137,1656
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,153.56,202.06,76.0,434.77,137,1656
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,130.63,192.04,68.02,134.75,137,1656
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.07,197.37,30.94,534.01,137,1658
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,79.78,195.18,40.87,80.76,137,1658
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,154.51,202.06,76.47,434.77,137,1658
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,131.99,191.93,68.77,136.22,137,1658
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.01,197.37,30.91,534.01,137,1660
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,80.93,195.36,41.43,81.73,137,1660
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,154.08,202.06,76.25,434.77,137,1660
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,133.38,192.06,69.44,137.47,137,1660
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.02,197.37,30.92,534.01,137,1663
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,80.68,195.25,41.32,81.59,137,1663
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,154.39,202.06,76.41,434.77,137,1663
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,132.08,191.95,68.81,136.29,137,1663
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.12,197.37,30.96,534.01,137,1665
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,80.4,195.2,41.19,81.36,137,1665
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,132.56,192.0,69.04,136.72,137,1665
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.05,197.37,30.93,534.01,137,1667
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,79.37,195.22,40.66,80.31,137,1667
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,153.96,202.06,76.19,434.77,137,1667
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,133.73,192.16,69.59,137.73,137,1667
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.09,197.37,30.95,534.01,137,1670
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,81.01,195.4,41.46,81.77,137,1670
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,153.92,202.06,76.17,434.77,137,1670
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,132.37,192.14,68.89,136.39,137,1670
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.08,197.37,30.95,534.01,137,1672
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,80.96,195.41,41.43,81.7,137,1672
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,154.13,202.06,76.28,434.77,137,1672
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,132.74,191.95,69.16,136.95,137,1672
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.1,197.37,30.96,534.01,137,1674
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,81.27,195.44,41.58,81.98,137,1674
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,154.1,202.06,76.26,434.77,137,1674
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,133.52,192.14,69.49,137.55,137,1674
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.07,197.37,30.94,534.01,137,1677
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,80.87,195.38,41.39,81.65,137,1677
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,154.02,202.06,76.23,434.77,137,1677
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,132.25,192.17,68.82,136.24,137,1677
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.22,197.37,31.02,534.01,137,1679
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,81.05,195.41,41.48,81.8,137,1679
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,154.33,202.06,76.38,434.77,137,1679
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,133.15,192.0,69.35,137.31,137,1679
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.12,197.37,30.97,534.01,137,1681
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,81.3,195.42,41.61,82.05,137,1681
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,153.98,202.06,76.21,434.77,137,1681
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,135.21,191.92,70.45,139.44,137,1681
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.17,197.37,30.99,534.01,137,1684
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,81.33,195.36,41.63,82.13,137,1684
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,153.86,202.06,76.14,434.77,137,1684
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,132.46,191.97,69.0,136.65,137,1684
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.16,197.37,30.99,534.01,137,1686
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,81.69,195.38,41.81,82.47,137,1686
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,154.11,202.06,76.27,434.77,137,1686
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,143.04,193.62,73.88,145.58,137,1686
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.24,197.37,31.03,534.01,137,1688
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,81.8,195.35,41.87,82.6,137,1688
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,153.82,202.06,76.13,434.77,137,1688
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,145.57,193.13,75.37,148.6,137,1688
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.15,197.37,30.98,534.01,137,1691
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,80.54,194.96,41.31,81.74,137,1691
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,154.59,202.06,76.51,434.77,137,1691
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,146.45,193.37,75.74,149.24,137,1691
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.12,197.37,30.97,534.01,137,1693
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,80.69,194.91,41.4,81.94,137,1693
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,153.66,202.06,76.05,434.77,137,1693
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,146.34,193.5,75.63,149.0,137,1693
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.51,197.37,31.16,534.01,137,1695
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,80.53,194.9,41.32,81.78,137,1695
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,153.76,202.06,76.1,434.77,137,1695
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,144.52,193.79,74.57,146.89,137,1695
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.17,197.37,30.99,534.01,137,1698
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,81.5,195.06,41.78,82.59,137,1698
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,153.69,202.06,76.06,434.77,137,1698
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,146.54,193.56,75.71,149.13,137,1698
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.17,197.37,30.99,534.01,137,1700
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,82.23,195.1,42.15,83.29,137,1700
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,153.95,202.06,76.19,434.77,137,1700
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,146.63,193.59,75.74,149.2,137,1700
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.23,197.37,31.02,534.01,137,1702
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,81.13,195.09,41.58,82.2,137,1702
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,153.79,202.06,76.11,434.77,137,1702
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,146.68,193.71,75.72,149.13,137,1702
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.21,197.37,31.01,534.01,137,1705
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,82.25,195.25,42.13,83.16,137,1705
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,153.69,202.06,76.06,434.77,137,1705
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,147.42,193.52,76.18,150.05,137,1705
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.2,197.37,31.01,534.01,137,1707
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,81.74,195.22,41.87,82.68,137,1707
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,153.23,202.06,75.83,434.77,137,1707
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,145.88,193.51,75.39,148.53,137,1707
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.2,197.37,31.01,534.01,137,1709
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,81.94,195.24,41.97,82.86,137,1709
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,153.86,202.06,76.15,434.77,137,1709
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,147.53,193.66,76.18,150.03,137,1709
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.22,197.37,31.02,534.01,137,1712
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,82.05,195.23,42.03,82.98,137,1712
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,153.7,202.06,76.07,434.77,137,1712
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,147.69,193.48,76.33,150.36,137,1712
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.23,197.37,31.02,534.01,137,1714
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,82.19,195.25,42.09,83.09,137,1714
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,153.93,202.06,76.18,434.77,137,1714
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,147.38,193.57,76.14,149.97,137,1714
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.37,197.37,31.1,534.01,137,1716
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,82.18,195.29,42.08,83.05,137,1716
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,153.81,202.06,76.12,434.77,137,1716
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,149.16,193.55,77.07,151.77,137,1716
DR,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,61.25,197.37,31.04,534.01,137,1719
DR,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,82.06,195.25,42.03,82.97,137,1719
Prod-iSeries,V7000_DEVICE,IBM V7000 Device,100.0,10.0,1.75,153.68,202.06,76.06,434.77,137,1719
Prod-Open,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,148.11,193.53,76.53,150.74,137,1719
