classification,ttl_latency_capacity,ttl_iops_capacity,ttl_mbsec_capacity,avg_price_per_gb,ttl_used,ttl_usable,pct_used,ttl_allocated,ttl_iops,ttl_latency,client_id,period_id
DR,10.0,600000.0,9000.0,2.38,140.86,392.59,35.88,614.76,5836.22,0.18,137,1656
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.56,202.06,76.0,434.77,6200.48,1.51,137,1656
Prod-Open,10.0,100000.0,2000.0,3.0,130.63,192.04,68.02,134.75,48710.94,0.0,137,1656
DR,10.0,600000.0,9000.0,2.38,140.85,392.55,35.88,614.77,8481.67,0.09,137,1658
Prod-iSeries,10.0,500000.0,7000.0,1.75,154.51,202.06,76.47,434.77,9034.04,1.12,137,1658
Prod-Open,10.0,100000.0,2000.0,3.0,131.99,191.93,68.77,136.22,42575.69,0.0,137,1658
DR,10.0,600000.0,9000.0,2.38,141.94,392.73,36.14,615.74,9177.2,0.08,137,1660
Prod-iSeries,10.0,500000.0,7000.0,1.75,154.08,202.06,76.25,434.77,9279.08,1.55,137,1660
Prod-Open,10.0,100000.0,2000.0,3.0,133.38,192.06,69.44,137.47,38772.01,0.0,137,1660
DR,10.0,600000.0,9000.0,2.38,141.71,392.63,36.09,615.6,6081.55,0.15,137,1663
Prod-iSeries,10.0,500000.0,7000.0,1.75,154.39,202.06,76.41,434.77,8599.97,1.2,137,1663
Prod-Open,10.0,100000.0,2000.0,3.0,132.08,191.95,68.81,136.29,47327.44,0.0,137,1663
DR,10.0,600000.0,9000.0,2.38,141.51,392.57,36.05,615.37,8832.7,0.08,137,1665
Prod-Open,10.0,100000.0,2000.0,3.0,132.56,192.0,69.04,136.72,43120.48,0.0,137,1665
DR,10.0,600000.0,9000.0,2.38,140.42,392.59,35.77,614.32,9690.51,0.1,137,1667
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.96,202.06,76.19,434.77,12306.45,1.2,137,1667
Prod-Open,10.0,100000.0,2000.0,3.0,133.73,192.16,69.59,137.73,40051.62,0.0,137,1667
DR,10.0,600000.0,9000.0,2.38,142.1,392.77,36.18,615.78,5674.38,0.14,137,1670
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.92,202.06,76.17,434.77,9573.57,1.08,137,1670
Prod-Open,10.0,100000.0,2000.0,3.0,132.37,192.14,68.89,136.39,49452.49,0.0,137,1670
DR,10.0,600000.0,9000.0,2.38,142.04,392.78,36.16,615.72,8097.3,0.09,137,1672
Prod-iSeries,10.0,500000.0,7000.0,1.75,154.13,202.06,76.28,434.77,7642.82,1.16,137,1672
Prod-Open,10.0,100000.0,2000.0,3.0,132.74,191.95,69.16,136.95,43215.38,0.0,137,1672
DR,10.0,600000.0,9000.0,2.38,142.37,392.81,36.24,616.0,10188.16,0.1,137,1674
Prod-iSeries,10.0,500000.0,7000.0,1.75,154.1,202.06,76.26,434.77,11915.64,0.99,137,1674
Prod-Open,10.0,100000.0,2000.0,3.0,133.52,192.14,69.49,137.55,38193.29,0.0,137,1674
DR,10.0,600000.0,9000.0,2.38,141.95,392.76,36.14,615.66,5806.56,0.15,137,1677
Prod-iSeries,10.0,500000.0,7000.0,1.75,154.02,202.06,76.23,434.77,10301.83,1.0,137,1677
Prod-Open,10.0,100000.0,2000.0,3.0,132.25,192.17,68.82,136.24,49850.12,0.0,137,1677
DR,10.0,600000.0,9000.0,2.38,142.27,392.78,36.22,615.81,8523.32,0.08,137,1679
Prod-iSeries,10.0,500000.0,7000.0,1.75,154.33,202.06,76.38,434.77,9294.46,1.14,137,1679
Prod-Open,10.0,100000.0,2000.0,3.0,133.15,192.0,69.35,137.31,43088.75,0.0,137,1679
DR,10.0,600000.0,9000.0,2.38,142.42,392.79,36.26,616.06,9399.05,0.11,137,1681
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.98,202.06,76.21,434.77,16612.47,1.93,137,1681
Prod-Open,10.0,100000.0,2000.0,3.0,135.21,191.92,70.45,139.44,39110.4,0.0,137,1681
DR,10.0,600000.0,9000.0,2.38,142.51,392.73,36.29,616.15,6318.73,0.16,137,1684
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.86,202.06,76.14,434.77,10814.72,1.0,137,1684
Prod-Open,10.0,100000.0,2000.0,3.0,132.46,191.97,69.0,136.65,45210.17,0.0,137,1684
DR,10.0,600000.0,9000.0,2.38,142.85,392.75,36.37,616.48,7883.23,0.07,137,1686
Prod-iSeries,10.0,500000.0,7000.0,1.75,154.11,202.06,76.27,434.77,8728.75,1.02,137,1686
Prod-Open,10.0,100000.0,2000.0,3.0,143.04,193.62,73.88,145.58,36638.02,0.0,137,1686
DR,10.0,600000.0,9000.0,2.38,143.04,392.73,36.42,616.62,8483.09,0.1,137,1688
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.82,202.06,76.13,434.77,10693.47,1.85,137,1688
Prod-Open,10.0,100000.0,2000.0,3.0,145.57,193.13,75.37,148.6,32938.36,0.0,137,1688
DR,10.0,600000.0,9000.0,2.38,141.7,392.33,36.12,615.76,5237.56,0.14,137,1691
Prod-iSeries,10.0,500000.0,7000.0,1.75,154.59,202.06,76.51,434.77,8177.2,1.29,137,1691
Prod-Open,10.0,100000.0,2000.0,3.0,146.45,193.37,75.74,149.24,47380.05,0.0,137,1691
DR,10.0,600000.0,9000.0,2.38,141.81,392.29,36.15,615.95,8315.17,0.09,137,1693
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.66,202.06,76.05,434.77,7365.15,1.35,137,1693
Prod-Open,10.0,100000.0,2000.0,3.0,146.34,193.5,75.63,149.0,39522.19,0.0,137,1693
DR,10.0,600000.0,9000.0,2.38,142.04,392.28,36.21,615.8,9538.54,0.09,137,1695
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.76,202.06,76.1,434.77,11715.59,1.18,137,1695
Prod-Open,10.0,100000.0,2000.0,3.0,144.52,193.79,74.57,146.89,36532.69,0.0,137,1695
DR,10.0,600000.0,9000.0,2.38,142.67,392.44,36.35,616.61,5337.31,0.1,137,1698
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.69,202.06,76.06,434.77,9802.2,1.18,137,1698
Prod-Open,10.0,100000.0,2000.0,3.0,146.54,193.56,75.71,149.13,48627.89,0.0,137,1698
DR,10.0,600000.0,9000.0,2.38,143.4,392.47,36.54,617.3,8760.8,0.11,137,1700
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.95,202.06,76.19,434.77,8391.16,1.17,137,1700
Prod-Open,10.0,100000.0,2000.0,3.0,146.63,193.59,75.74,149.2,40138.71,0.0,137,1700
DR,10.0,600000.0,9000.0,2.38,142.36,392.46,36.27,616.21,9874.49,0.09,137,1702
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.79,202.06,76.11,434.77,10536.96,1.14,137,1702
Prod-Open,10.0,100000.0,2000.0,3.0,146.68,193.71,75.72,149.13,36914.55,0.0,137,1702
DR,10.0,600000.0,9000.0,2.38,143.46,392.63,36.54,617.17,5371.73,0.1,137,1705
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.69,202.06,76.06,434.77,8238.74,1.34,137,1705
Prod-Open,10.0,100000.0,2000.0,3.0,147.42,193.52,76.18,150.05,49173.42,0.0,137,1705
DR,10.0,600000.0,9000.0,2.38,142.94,392.59,36.41,616.7,2740.59,0.06,137,1707
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.23,202.06,75.83,434.77,2507.7,1.51,137,1707
Prod-Open,10.0,100000.0,2000.0,3.0,145.88,193.51,75.39,148.53,31529.51,0.0,137,1707
DR,10.0,600000.0,9000.0,2.38,143.14,392.61,36.46,616.87,10156.82,0.11,137,1709
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.86,202.06,76.15,434.77,10102.02,1.46,137,1709
Prod-Open,10.0,100000.0,2000.0,3.0,147.53,193.66,76.18,150.03,27596.51,0.0,137,1709
DR,10.0,600000.0,9000.0,2.38,143.27,392.6,36.49,617.0,4500.02,0.11,137,1712
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.7,202.06,76.07,434.77,6728.57,1.65,137,1712
Prod-Open,10.0,100000.0,2000.0,3.0,147.69,193.48,76.33,150.36,40618.4,0.0,137,1712
DR,10.0,600000.0,9000.0,2.38,143.42,392.63,36.53,617.11,8559.13,0.08,137,1714
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.93,202.06,76.18,434.77,7385.91,1.16,137,1714
Prod-Open,10.0,100000.0,2000.0,3.0,147.38,193.57,76.14,149.97,34127.67,0.0,137,1714
DR,10.0,600000.0,9000.0,2.38,143.55,392.66,36.56,617.06,9127.05,0.1,137,1716
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.81,202.06,76.12,434.77,8454.48,1.34,137,1716
Prod-Open,10.0,100000.0,2000.0,3.0,149.16,193.55,77.07,151.77,28990.81,0.0,137,1716
DR,10.0,600000.0,9000.0,2.38,143.32,392.63,36.5,616.98,5135.76,0.1,137,1719
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.68,202.06,76.06,434.77,9051.85,1.51,137,1719
Prod-Open,10.0,100000.0,2000.0,3.0,148.11,193.53,76.53,150.74,51450.87,0.0,137,1719
DR,10.0,600000.0,9000.0,2.38,143.48,392.64,36.54,617.12,7723.56,0.1,137,1721
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.76,202.06,76.1,434.77,8457.2,2.01,137,1721
Prod-Open,10.0,100000.0,2000.0,3.0,147.8,193.54,76.37,150.42,59896.12,0.0,137,1721
DR,10.0,600000.0,9000.0,2.38,143.65,392.83,36.57,617.1,9830.87,0.1,137,1723
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.99,202.06,76.21,434.77,13301.98,1.7,137,1723
Prod-Open,10.0,100000.0,2000.0,3.0,148.06,193.66,76.46,150.57,42517.78,0.0,137,1723
DR,10.0,600000.0,9000.0,2.38,143.91,392.83,36.63,617.31,4728.32,0.11,137,1726
Prod-iSeries,10.0,500000.0,7000.0,1.75,154.51,202.06,76.47,434.77,7956.14,1.3,137,1726
Prod-Open,10.0,100000.0,2000.0,3.0,149.11,193.42,77.09,151.85,54883.53,0.0,137,1726
DR,10.0,600000.0,9000.0,2.38,144.14,392.81,36.69,617.56,7584.17,0.1,137,1728
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.75,202.06,76.09,434.77,8144.21,1.06,137,1728
Prod-Open,10.0,100000.0,2000.0,3.0,148.75,193.43,76.9,151.48,47952.99,0.0,137,1728
DR,10.0,600000.0,9000.0,2.38,144.21,392.84,36.71,617.62,8767.42,0.12,137,1730
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.69,202.06,76.06,434.77,9632.38,1.59,137,1730
Prod-Open,10.0,100000.0,2000.0,3.0,149.49,193.62,77.21,152.03,43953.72,0.0,137,1730
DR,10.0,600000.0,9000.0,2.38,143.31,392.82,36.48,616.75,5624.52,0.1,137,1733
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.46,202.06,75.95,434.77,7961.65,0.86,137,1733
DR,10.0,600000.0,9000.0,2.38,143.89,392.83,36.63,617.35,10741.77,0.1,137,1735
Prod-iSeries,10.0,500000.0,7000.0,1.75,154.0,202.06,76.21,434.77,14261.82,0.76,137,1735
Prod-Open,10.0,100000.0,2000.0,3.0,151.15,193.21,78.23,154.1,46406.64,0.0,137,1735
DR,10.0,600000.0,9000.0,2.38,141.47,392.86,36.01,614.89,9211.12,0.09,137,1737
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.51,202.06,75.97,434.77,12070.05,1.63,137,1737
DR,10.0,100000.0,2000.0,3.0,80.31,195.45,41.09,81.01,1254.19,0.0,137,1740
Prod-Open,10.0,100000.0,2000.0,3.0,147.17,193.44,76.08,149.89,50780.34,0.0,137,1740
DR,10.0,600000.0,9000.0,2.38,141.87,392.82,36.12,615.24,8494.27,0.11,137,1742
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.54,202.06,75.99,434.77,9566.02,1.37,137,1742
Prod-Open,10.0,100000.0,2000.0,3.0,146.76,193.33,75.91,149.59,45076.59,0.0,137,1742
DR,10.0,600000.0,9000.0,2.38,142.32,392.82,36.23,615.59,11773.5,0.2,137,1744
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.56,202.06,76.0,434.77,19095.42,0.64,137,1744
Prod-Open,10.0,100000.0,2000.0,3.0,150.26,193.06,77.83,153.36,40689.43,0.0,137,1744
DR,10.0,600000.0,9000.0,2.38,140.8,392.49,35.87,614.46,9274.65,0.11,137,1747
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.42,202.06,75.93,434.77,12907.49,0.68,137,1747
Prod-Open,10.0,100000.0,2000.0,3.0,150.44,193.33,77.81,153.27,50858.85,0.0,137,1747
DR,10.0,600000.0,9000.0,2.38,141.25,392.49,35.99,614.59,12264.31,0.11,137,1749
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.97,202.06,76.2,434.77,18484.26,0.54,137,1749
Prod-Open,10.0,100000.0,2000.0,3.0,148.28,193.17,76.76,151.27,44774.23,0.0,137,1749
DR,10.0,600000.0,9000.0,2.38,140.51,392.46,35.8,614.09,9117.62,0.08,137,1751
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.43,202.06,75.94,434.77,12317.78,0.93,137,1751
Prod-Open,10.0,100000.0,2000.0,3.0,150.09,193.45,77.59,152.8,40335.49,0.0,137,1751
DR,10.0,600000.0,9000.0,2.38,142.06,392.52,36.19,614.93,5765.15,0.11,137,1754
Prod-iSeries,10.0,500000.0,7000.0,1.75,154.28,202.06,76.36,434.77,7555.1,0.92,137,1754
Prod-Open,10.0,100000.0,2000.0,3.0,149.96,193.23,77.61,152.9,48676.15,0.0,137,1754
DR,10.0,600000.0,9000.0,2.38,141.15,392.5,35.96,614.71,15750.96,0.11,137,1756
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.34,202.06,75.89,434.77,10956.55,0.93,137,1756
Prod-Open,10.0,100000.0,2000.0,3.0,148.81,193.33,76.98,151.65,42977.84,0.0,137,1756
DR,10.0,600000.0,9000.0,2.38,140.78,392.47,35.87,614.36,9731.21,0.1,137,1758
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.5,202.06,75.97,434.77,10069.71,1.29,137,1758
Prod-Open,10.0,100000.0,2000.0,3.0,150.12,193.46,77.6,152.83,39093.67,0.0,137,1758
DR,10.0,600000.0,9000.0,2.38,140.99,392.47,35.92,614.57,4401.54,0.13,137,1761
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.23,202.06,75.83,434.77,6067.17,0.92,137,1761
Prod-Open,10.0,100000.0,2000.0,3.0,151.07,193.27,78.17,153.96,49101.29,0.0,137,1761
DR,10.0,600000.0,9000.0,2.38,141.89,392.53,36.15,615.39,9609.29,0.09,137,1763
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.8,202.06,76.12,434.77,13092.69,0.89,137,1763
Prod-Open,10.0,100000.0,2000.0,3.0,150.22,193.2,77.76,153.18,45114.01,0.0,137,1763
DR,10.0,600000.0,9000.0,2.38,141.89,392.48,36.15,615.4,11231.41,0.11,137,1765
Prod-iSeries,10.0,500000.0,7000.0,1.75,154.04,202.06,76.24,434.77,17190.64,1.19,137,1765
Prod-Open,10.0,100000.0,2000.0,3.0,152.18,193.34,78.71,154.99,40742.6,0.0,137,1765
DR,10.0,600000.0,9000.0,2.38,141.47,392.48,36.05,614.95,6926.85,0.22,137,1768
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.66,202.06,76.05,434.77,15036.02,1.22,137,1768
Prod-Open,10.0,100000.0,2000.0,3.0,152.64,193.12,79.04,155.67,49982.87,0.0,137,1768
DR,10.0,600000.0,9000.0,2.38,142.02,392.5,36.18,615.42,12395.44,0.09,137,1770
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.86,202.06,76.15,434.77,23776.0,0.75,137,1770
Prod-Open,10.0,100000.0,2000.0,3.0,151.39,193.06,78.42,154.49,45769.71,0.0,137,1770
DR,10.0,600000.0,9000.0,2.38,142.83,392.49,36.39,616.24,11789.14,0.09,137,1772
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.96,202.06,76.2,434.77,18483.27,1.37,137,1772
Prod-Open,10.0,100000.0,2000.0,3.0,152.61,193.18,79.0,155.58,42202.72,0.0,137,1772
DR,10.0,600000.0,9000.0,2.38,141.85,392.46,36.14,615.26,5614.08,0.22,137,1775
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.52,202.06,75.98,434.77,0.0,0.0,137,1775
Prod-Open,10.0,100000.0,2000.0,3.0,153.26,193.04,79.39,156.37,50899.04,0.0,137,1775
DR,10.0,600000.0,9000.0,2.38,143.31,392.49,36.51,616.69,10934.55,0.11,137,1777
Prod-iSeries,10.0,500000.0,7000.0,1.75,154.25,202.06,76.34,434.77,11008.86,1.29,137,1777
Prod-Open,10.0,100000.0,2000.0,3.0,151.63,193.08,78.53,154.71,47491.67,0.0,137,1777
DR,10.0,600000.0,9000.0,2.38,142.09,392.43,36.21,615.49,12171.66,0.11,137,1779
Prod-iSeries,10.0,500000.0,7000.0,1.75,154.08,202.06,76.26,434.77,16368.01,1.41,137,1779
Prod-Open,10.0,100000.0,2000.0,3.0,152.92,193.16,79.16,155.91,43513.17,0.0,137,1779
DR,10.0,600000.0,9000.0,2.38,144.0,392.54,36.68,617.29,5887.14,0.18,137,1782
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.57,202.06,76.0,434.77,7033.95,1.09,137,1782
Prod-Open,10.0,100000.0,2000.0,3.0,153.49,192.57,79.71,157.08,53319.39,0.0,137,1782
DR,10.0,600000.0,9000.0,2.38,142.45,392.43,36.3,615.88,9142.64,0.08,137,1784
Prod-iSeries,10.0,500000.0,7000.0,1.75,154.16,202.06,76.29,434.77,11775.14,1.02,137,1784
Prod-Open,10.0,100000.0,2000.0,3.0,152.59,193.03,79.05,155.72,50532.99,0.0,137,1784
DR,10.0,600000.0,9000.0,2.38,142.87,392.43,36.41,616.29,9314.86,0.09,137,1786
Prod-iSeries,10.0,500000.0,7000.0,1.75,154.24,202.06,76.33,434.77,12446.76,1.0,137,1786
Prod-Open,10.0,100000.0,2000.0,3.0,153.71,193.12,79.59,156.75,43419.52,0.0,137,1786
DR,10.0,600000.0,9000.0,2.38,144.47,392.62,36.8,617.68,5633.7,0.22,137,1789
Prod-iSeries,10.0,500000.0,7000.0,1.75,154.52,202.06,76.47,434.77,6074.48,1.63,137,1789
Prod-Open,10.0,100000.0,2000.0,3.0,153.62,192.63,79.75,157.14,57429.45,0.0,137,1789
DR,10.0,600000.0,9000.0,2.38,144.61,392.74,36.82,617.68,8866.32,0.1,137,1791
Prod-iSeries,10.0,500000.0,7000.0,1.75,154.19,202.06,76.31,434.77,12581.46,0.95,137,1791
Prod-Open,10.0,100000.0,2000.0,3.0,149.96,192.61,77.85,153.5,46868.47,0.0,137,1791
DR,10.0,600000.0,9000.0,2.38,144.7,392.74,36.84,617.79,10537.94,0.1,137,1793
Prod-iSeries,10.0,500000.0,7000.0,1.75,154.05,202.06,76.24,434.77,11859.47,1.45,137,1793
DR,10.0,600000.0,9000.0,2.38,145.38,392.68,37.02,618.53,4935.48,0.25,137,1796
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.58,202.06,76.01,434.77,4661.98,0.92,137,1796
Prod-Open,10.0,100000.0,2000.0,3.0,149.98,192.51,77.91,153.63,53194.41,0.0,137,1796
DR,10.0,600000.0,9000.0,2.38,145.35,392.71,37.01,618.4,18293.67,0.11,137,1798
Prod-iSeries,10.0,500000.0,7000.0,1.75,154.26,202.06,76.35,434.77,12072.68,1.08,137,1798
Prod-Open,10.0,100000.0,2000.0,3.0,151.66,192.55,78.77,155.27,44244.03,0.0,137,1798
DR,10.0,600000.0,9000.0,2.38,143.45,392.82,36.52,616.41,9118.37,0.11,137,1800
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.79,202.06,76.11,434.77,8433.68,1.3,137,1800
Prod-Open,10.0,100000.0,2000.0,3.0,152.35,192.77,79.03,155.73,32573.38,0.0,137,1800
DR,10.0,600000.0,9000.0,2.38,143.24,392.81,36.47,616.2,5882.26,0.21,137,1803
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.62,202.06,76.03,434.77,7343.7,1.22,137,1803
Prod-Open,10.0,100000.0,2000.0,3.0,149.13,193.47,77.08,151.81,40554.62,0.0,137,1803
DR,10.0,600000.0,9000.0,2.38,143.61,392.81,36.56,616.55,9390.6,0.07,137,1805
Prod-iSeries,10.0,500000.0,7000.0,1.75,154.35,202.06,76.39,434.77,10617.24,1.0,137,1805
Prod-Open,10.0,100000.0,2000.0,3.0,151.31,193.2,78.32,154.27,33860.44,0.0,137,1805
DR,10.0,600000.0,9000.0,2.38,143.8,392.83,36.61,616.7,9501.8,0.09,137,1807
Prod-iSeries,10.0,500000.0,7000.0,1.75,154.23,202.06,76.33,434.77,15518.65,1.17,137,1807
Prod-Open,10.0,100000.0,2000.0,3.0,151.45,192.68,78.6,154.93,31508.54,0.0,137,1807
DR,10.0,600000.0,9000.0,2.38,145.13,392.67,36.96,618.23,4090.95,0.06,137,1810
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.27,202.06,75.85,434.77,4836.17,1.08,137,1810
Prod-Open,10.0,100000.0,2000.0,3.0,154.39,192.22,80.32,158.33,41122.44,0.0,137,1810
DR,10.0,600000.0,9000.0,2.38,140.89,392.09,35.93,614.55,8435.18,0.1,137,1812
Prod-iSeries,10.0,500000.0,7000.0,1.75,154.21,202.06,76.32,434.77,9324.19,1.09,137,1812
Prod-Open,10.0,100000.0,2000.0,3.0,152.78,192.58,79.33,156.36,35720.35,0.0,137,1812
DR,10.0,600000.0,9000.0,2.38,141.07,392.08,35.98,614.67,11940.75,0.1,137,1814
Prod-iSeries,10.0,500000.0,7000.0,1.75,154.2,202.06,76.32,434.77,22140.74,1.84,137,1814
Prod-Open,10.0,100000.0,2000.0,3.0,152.88,192.8,79.3,156.24,31204.19,0.0,137,1814
DR,10.0,600000.0,9000.0,2.38,141.32,392.08,36.04,614.91,4879.89,0.07,137,1817
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.65,202.06,76.04,434.77,8765.57,1.15,137,1817
Prod-Open,10.0,100000.0,2000.0,3.0,153.17,192.82,79.43,156.5,42809.43,0.0,137,1817
DR,10.0,600000.0,9000.0,2.38,141.29,392.07,36.04,614.87,6982.01,0.09,137,1819
Prod-iSeries,10.0,500000.0,7000.0,1.75,154.16,202.06,76.29,434.77,6828.84,1.06,137,1819
Prod-Open,10.0,100000.0,2000.0,3.0,152.62,192.43,79.31,156.35,37313.88,0.0,137,1819
DR,10.0,600000.0,9000.0,2.38,141.49,392.07,36.09,615.07,2324.31,0.05,137,1821
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.45,202.06,75.94,434.77,4080.91,1.05,137,1821
Prod-Open,10.0,100000.0,2000.0,3.0,153.08,192.68,79.45,156.56,28904.82,0.0,137,1821
DR,10.0,600000.0,9000.0,2.38,141.54,392.08,36.1,615.03,3877.56,0.07,137,1824
Prod-iSeries,10.0,500000.0,7000.0,1.75,154.49,202.06,76.46,434.77,8122.44,1.34,137,1824
Prod-Open,10.0,100000.0,2000.0,3.0,153.28,192.55,79.61,156.89,43102.01,0.0,137,1824
DR,10.0,600000.0,9000.0,2.38,140.92,392.05,35.95,614.52,6803.47,0.09,137,1826
Prod-iSeries,10.0,500000.0,7000.0,1.75,154.03,202.06,76.23,434.77,7656.56,1.05,137,1826
Prod-Open,10.0,100000.0,2000.0,3.0,153.02,192.22,79.61,156.95,35131.65,0.0,137,1826
DR,10.0,600000.0,9000.0,2.38,141.37,392.1,36.06,614.92,6461.43,0.08,137,1828
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.72,202.06,76.08,434.77,17006.97,1.45,137,1828
Prod-Open,10.0,100000.0,2000.0,3.0,153.97,192.26,80.08,157.86,31498.85,0.0,137,1828
DR,10.0,600000.0,9000.0,2.38,141.69,392.1,36.14,615.21,4028.14,0.07,137,1831
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.58,202.06,76.01,434.77,8904.25,1.19,137,1831
Prod-Open,10.0,100000.0,2000.0,3.0,151.56,193.05,78.51,154.67,40926.64,0.0,137,1831
DR,10.0,600000.0,9000.0,2.38,141.18,392.08,36.01,614.7,7031.95,0.12,137,1833
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.66,202.06,76.05,434.77,7202.78,1.5,137,1833
Prod-Open,10.0,100000.0,2000.0,3.0,153.18,192.43,79.6,156.91,36340.64,0.0,137,1833
Backup,20.0,40000.0,2000.0,1.75,12063.03,19508.31,61.84,12063.03,0.0,0.0,137,1835
DR,10.0,600000.0,9000.0,2.38,142.45,392.11,36.33,615.94,9591.62,0.11,137,1835
Prod-iSeries,10.0,500000.0,7000.0,1.75,154.26,202.06,76.35,434.77,17155.58,1.47,137,1835
Prod-Open,10.0,100000.0,2000.0,3.0,152.99,192.86,79.33,156.29,30130.42,0.0,137,1835
Backup,20.0,40000.0,2000.0,1.75,12081.97,18456.56,65.46,12081.97,0.0,0.0,137,1838
DR,10.0,600000.0,9000.0,2.38,141.56,392.12,36.1,615.06,4041.09,0.07,137,1838
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.59,202.06,76.01,434.77,7926.07,1.22,137,1838
Prod-Open,10.0,100000.0,2000.0,3.0,153.56,192.52,79.76,157.2,41734.96,0.0,137,1838
Backup,20.0,40000.0,2000.0,1.75,12068.97,17947.65,67.25,12068.97,0.0,0.0,137,1840
DR,10.0,600000.0,9000.0,2.38,141.82,392.14,36.17,615.29,9567.57,0.09,137,1840
Prod-iSeries,10.0,500000.0,7000.0,1.75,154.52,202.06,76.47,434.77,9460.66,0.98,137,1840
Prod-Open,10.0,100000.0,2000.0,3.0,153.49,192.38,79.78,157.27,35689.17,0.0,137,1840
Backup,20.0,40000.0,2000.0,1.75,12072.73,19745.8,61.14,12072.73,0.0,0.0,137,1842
DR,10.0,600000.0,9000.0,2.38,142.13,392.11,36.25,615.6,9271.58,0.1,137,1842
Prod-iSeries,10.0,500000.0,7000.0,1.75,154.16,202.06,76.29,434.77,14885.92,1.46,137,1842
Prod-Open,10.0,100000.0,2000.0,3.0,152.66,192.68,79.23,156.13,29784.12,0.0,137,1842
Backup,20.0,40000.0,2000.0,1.75,12051.3,19135.11,62.98,12051.3,0.0,0.0,137,1845
DR,10.0,600000.0,9000.0,2.38,141.94,392.14,36.2,615.41,4042.27,0.07,137,1845
Prod-iSeries,10.0,500000.0,7000.0,1.75,153.53,202.06,75.98,434.77,5506.52,1.17,137,1845
Prod-Open,10.0,100000.0,2000.0,3.0,152.29,192.89,78.95,155.56,35690.89,0.0,137,1845
