data_center,classification,ttl_latency_capacity,ttl_iops_capacity,ttl_mbsec_capacity,avg_price_per_gb,ttl_used,ttl_usable,pct_used,ttl_allocated,ttl_iops,ttl_latency,client_id,period_id
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,284.19,394.1,72.11,569.53,54911.42,0.17,137,1656
Westland,DR,10.0,600000.0,9000.0,2.38,140.86,392.59,35.88,614.76,5836.22,0.18,137,1656
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,286.5,393.99,72.72,570.99,51609.73,0.2,137,1658
Westland,DR,10.0,600000.0,9000.0,2.38,140.85,392.55,35.88,614.77,8481.67,0.09,137,1658
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,287.46,394.12,72.94,572.24,48051.09,0.3,137,1660
Westland,DR,10.0,600000.0,9000.0,2.38,141.94,392.73,36.14,615.74,9177.2,0.08,137,1660
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,286.47,394.01,72.71,571.06,55927.41,0.18,137,1663
Westland,DR,10.0,600000.0,9000.0,2.38,141.71,392.63,36.09,615.6,6081.55,0.15,137,1663
Colo,Prod-Open,10.0,100000.0,2000.0,3.0,132.56,192.0,69.04,136.72,43120.48,0.0,137,1665
Westland,DR,10.0,600000.0,9000.0,2.38,141.51,392.57,36.05,615.37,8832.7,0.08,137,1665
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,287.68,394.22,72.98,572.5,52358.07,0.28,137,1667
Westland,DR,10.0,600000.0,9000.0,2.38,140.42,392.59,35.77,614.32,9690.51,0.1,137,1667
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,286.29,394.2,72.63,571.16,59026.06,0.18,137,1670
Westland,DR,10.0,600000.0,9000.0,2.38,142.1,392.77,36.18,615.78,5674.38,0.14,137,1670
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,286.88,394.01,72.81,571.73,50858.2,0.17,137,1672
Westland,DR,10.0,600000.0,9000.0,2.38,142.04,392.78,36.16,615.72,8097.3,0.09,137,1672
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,287.62,394.19,72.96,572.32,50108.93,0.24,137,1674
Westland,DR,10.0,600000.0,9000.0,2.38,142.37,392.81,36.24,616.0,10188.16,0.1,137,1674
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,286.27,394.23,72.62,571.01,60151.95,0.17,137,1677
Westland,DR,10.0,600000.0,9000.0,2.38,141.95,392.76,36.14,615.66,5806.56,0.15,137,1677
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,287.48,394.06,72.95,572.08,52383.21,0.2,137,1679
Westland,DR,10.0,600000.0,9000.0,2.38,142.27,392.78,36.22,615.81,8523.32,0.08,137,1679
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,289.19,393.98,73.4,574.22,55722.87,0.58,137,1681
Westland,DR,10.0,600000.0,9000.0,2.38,142.42,392.79,36.26,616.06,9399.05,0.11,137,1681
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,286.32,394.03,72.66,571.42,56024.89,0.19,137,1684
Westland,DR,10.0,600000.0,9000.0,2.38,142.51,392.73,36.29,616.15,6318.73,0.16,137,1684
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,297.15,395.68,75.1,580.35,45366.77,0.2,137,1686
Westland,DR,10.0,600000.0,9000.0,2.38,142.85,392.75,36.37,616.48,7883.23,0.07,137,1686
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,299.39,395.18,75.76,583.37,43631.83,0.45,137,1688
Westland,DR,10.0,600000.0,9000.0,2.38,143.04,392.73,36.42,616.62,8483.09,0.1,137,1688
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,301.05,395.43,76.13,584.01,55557.25,0.19,137,1691
Westland,DR,10.0,600000.0,9000.0,2.38,141.7,392.33,36.12,615.76,5237.56,0.14,137,1691
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,300.0,395.56,75.84,583.77,46887.34,0.21,137,1693
Westland,DR,10.0,600000.0,9000.0,2.38,141.81,392.29,36.15,615.95,8315.17,0.09,137,1693
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,298.28,395.85,75.35,581.66,48248.28,0.29,137,1695
Westland,DR,10.0,600000.0,9000.0,2.38,142.04,392.28,36.21,615.8,9538.54,0.09,137,1695
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,300.22,395.62,75.89,583.91,58430.09,0.2,137,1698
Westland,DR,10.0,600000.0,9000.0,2.38,142.67,392.44,36.35,616.61,5337.31,0.1,137,1698
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,300.58,395.65,75.97,583.97,48529.87,0.2,137,1700
Westland,DR,10.0,600000.0,9000.0,2.38,143.4,392.47,36.54,617.3,8760.8,0.11,137,1700
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,300.47,395.77,75.92,583.9,47451.51,0.25,137,1702
Westland,DR,10.0,600000.0,9000.0,2.38,142.36,392.46,36.27,616.21,9874.49,0.09,137,1702
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,301.1,395.58,76.12,584.82,57412.16,0.19,137,1705
Westland,DR,10.0,600000.0,9000.0,2.38,143.46,392.63,36.54,617.17,5371.73,0.1,137,1705
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,299.11,395.57,75.61,583.3,34037.21,0.11,137,1707
Westland,DR,10.0,600000.0,9000.0,2.38,142.94,392.59,36.41,616.7,2740.59,0.06,137,1707
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,301.39,395.72,76.16,584.8,37698.53,0.39,137,1709
Westland,DR,10.0,600000.0,9000.0,2.38,143.14,392.61,36.46,616.87,10156.82,0.11,137,1709
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,301.38,395.54,76.2,585.14,47346.97,0.23,137,1712
Westland,DR,10.0,600000.0,9000.0,2.38,143.27,392.6,36.49,617.0,4500.02,0.11,137,1712
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,301.31,395.63,76.16,584.74,41513.58,0.21,137,1714
Westland,DR,10.0,600000.0,9000.0,2.38,143.42,392.63,36.53,617.11,8559.13,0.08,137,1714
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,302.97,395.6,76.58,586.54,37445.29,0.3,137,1716
Westland,DR,10.0,600000.0,9000.0,2.38,143.55,392.66,36.56,617.06,9127.05,0.1,137,1716
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,301.79,395.58,76.29,585.51,60502.72,0.23,137,1719
Westland,DR,10.0,600000.0,9000.0,2.38,143.32,392.63,36.5,616.98,5135.76,0.1,137,1719
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,301.56,395.6,76.23,585.19,68353.32,0.25,137,1721
Westland,DR,10.0,600000.0,9000.0,2.38,143.48,392.64,36.54,617.12,7723.56,0.1,137,1721
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,302.05,395.71,76.33,585.34,55819.76,0.41,137,1723
Westland,DR,10.0,600000.0,9000.0,2.38,143.65,392.83,36.57,617.1,9830.87,0.1,137,1723
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,303.61,395.48,76.77,586.62,62839.67,0.16,137,1726
Westland,DR,10.0,600000.0,9000.0,2.38,143.91,392.83,36.63,617.31,4728.32,0.11,137,1726
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,302.5,395.49,76.49,586.25,56097.2,0.15,137,1728
Westland,DR,10.0,600000.0,9000.0,2.38,144.14,392.81,36.69,617.56,7584.17,0.1,137,1728
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,303.18,395.67,76.62,586.8,53586.1,0.29,137,1730
Westland,DR,10.0,600000.0,9000.0,2.38,144.21,392.84,36.71,617.62,8767.42,0.12,137,1730
Colo,Prod-iSeries,10.0,500000.0,7000.0,1.75,153.46,202.06,75.95,434.77,7961.65,0.86,137,1733
Westland,DR,10.0,600000.0,9000.0,2.38,143.31,392.82,36.48,616.75,5624.52,0.1,137,1733
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,305.15,395.27,77.2,588.88,60668.46,0.18,137,1735
Westland,DR,10.0,600000.0,9000.0,2.38,143.89,392.83,36.63,617.35,10741.77,0.1,137,1735
Colo,Prod-iSeries,10.0,500000.0,7000.0,1.75,153.51,202.06,75.97,434.77,12070.05,1.63,137,1737
Westland,DR,10.0,600000.0,9000.0,2.38,141.47,392.86,36.01,614.89,9211.12,0.09,137,1737
Colo,Prod-Open,10.0,100000.0,2000.0,3.0,147.17,193.44,76.08,149.89,50780.34,0.0,137,1740
Westland,DR,10.0,100000.0,2000.0,3.0,80.31,195.45,41.09,81.01,1254.19,0.0,137,1740
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,300.3,395.39,75.95,584.36,54642.61,0.24,137,1742
Westland,DR,10.0,600000.0,9000.0,2.38,141.87,392.82,36.12,615.24,8494.27,0.11,137,1742
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,303.81,395.12,76.89,588.13,59784.85,0.2,137,1744
Westland,DR,10.0,600000.0,9000.0,2.38,142.32,392.82,36.23,615.59,11773.5,0.2,137,1744
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,303.86,395.39,76.85,588.04,63766.34,0.14,137,1747
Westland,DR,10.0,600000.0,9000.0,2.38,140.8,392.49,35.87,614.46,9274.65,0.11,137,1747
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,302.26,395.23,76.48,586.04,63258.49,0.16,137,1749
Westland,DR,10.0,600000.0,9000.0,2.38,141.25,392.49,35.99,614.59,12264.31,0.11,137,1749
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,303.53,395.51,76.74,587.57,52653.27,0.22,137,1751
Westland,DR,10.0,600000.0,9000.0,2.38,140.51,392.46,35.8,614.09,9117.62,0.08,137,1751
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,304.25,395.28,76.97,587.67,56231.25,0.12,137,1754
Westland,DR,10.0,600000.0,9000.0,2.38,142.06,392.52,36.19,614.93,5765.15,0.11,137,1754
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,302.16,395.38,76.42,586.42,53934.39,0.19,137,1756
Westland,DR,10.0,600000.0,9000.0,2.38,141.15,392.5,35.96,614.71,15750.96,0.11,137,1756
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,303.62,395.52,76.77,587.6,49163.38,0.26,137,1758
Westland,DR,10.0,600000.0,9000.0,2.38,140.78,392.47,35.87,614.36,9731.21,0.1,137,1758
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,304.3,395.33,76.97,588.73,55168.46,0.1,137,1761
Westland,DR,10.0,600000.0,9000.0,2.38,140.99,392.47,35.92,614.57,4401.54,0.13,137,1761
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,304.03,395.26,76.92,587.95,58206.7,0.2,137,1763
Westland,DR,10.0,600000.0,9000.0,2.38,141.89,392.53,36.15,615.39,9609.29,0.09,137,1763
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,306.22,395.4,77.45,589.77,57933.24,0.35,137,1765
Westland,DR,10.0,600000.0,9000.0,2.38,141.89,392.48,36.15,615.4,11231.41,0.11,137,1765
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,306.3,395.18,77.51,590.45,65018.89,0.28,137,1768
Westland,DR,10.0,600000.0,9000.0,2.38,141.47,392.48,36.05,614.95,6926.85,0.22,137,1768
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,305.26,395.12,77.26,589.27,69545.71,0.26,137,1770
Westland,DR,10.0,600000.0,9000.0,2.38,142.02,392.5,36.18,615.42,12395.44,0.09,137,1770
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,306.57,395.24,77.57,590.36,60685.99,0.42,137,1772
Westland,DR,10.0,600000.0,9000.0,2.38,142.83,392.49,36.39,616.24,11789.14,0.09,137,1772
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,306.77,395.1,77.64,591.15,50899.04,0.0,137,1775
Westland,DR,10.0,600000.0,9000.0,2.38,141.85,392.46,36.14,615.26,5614.08,0.22,137,1775
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,305.88,395.14,77.41,589.48,58500.53,0.24,137,1777
Westland,DR,10.0,600000.0,9000.0,2.38,143.31,392.49,36.51,616.69,10934.55,0.11,137,1777
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,307.0,395.22,77.68,590.68,59881.18,0.39,137,1779
Westland,DR,10.0,600000.0,9000.0,2.38,142.09,392.43,36.21,615.49,12171.66,0.11,137,1779
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,307.06,394.63,77.81,591.85,60353.34,0.13,137,1782
Westland,DR,10.0,600000.0,9000.0,2.38,144.0,392.54,36.68,617.29,5887.14,0.18,137,1782
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,306.75,395.09,77.64,590.49,62308.13,0.19,137,1784
Westland,DR,10.0,600000.0,9000.0,2.38,142.45,392.43,36.3,615.88,9142.64,0.08,137,1784
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,307.94,395.18,77.93,591.52,55866.28,0.22,137,1786
Westland,DR,10.0,600000.0,9000.0,2.38,142.87,392.43,36.41,616.29,9314.86,0.09,137,1786
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,308.13,394.69,78.07,591.92,63503.93,0.16,137,1789
Westland,DR,10.0,600000.0,9000.0,2.38,144.47,392.62,36.8,617.68,5633.7,0.22,137,1789
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,304.15,394.67,77.06,588.27,59449.93,0.2,137,1791
Westland,DR,10.0,600000.0,9000.0,2.38,144.61,392.74,36.82,617.68,8866.32,0.1,137,1791
Colo,Prod-iSeries,10.0,500000.0,7000.0,1.75,154.05,202.06,76.24,434.77,11859.47,1.45,137,1793
Westland,DR,10.0,600000.0,9000.0,2.38,144.7,392.74,36.84,617.79,10537.94,0.1,137,1793
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,303.56,394.57,76.93,588.4,57856.39,0.07,137,1796
Westland,DR,10.0,600000.0,9000.0,2.38,145.38,392.68,37.02,618.53,4935.48,0.25,137,1796
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,305.93,394.61,77.53,590.05,56316.71,0.23,137,1798
Westland,DR,10.0,600000.0,9000.0,2.38,145.35,392.71,37.01,618.4,18293.67,0.11,137,1798
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,306.14,394.83,77.54,590.51,41007.06,0.27,137,1800
Westland,DR,10.0,600000.0,9000.0,2.38,143.45,392.82,36.52,616.41,9118.37,0.11,137,1800
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,302.75,395.53,76.54,586.58,47898.32,0.19,137,1803
Westland,DR,10.0,600000.0,9000.0,2.38,143.24,392.81,36.47,616.2,5882.26,0.21,137,1803
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,305.66,395.26,77.33,589.04,44477.68,0.24,137,1805
Westland,DR,10.0,600000.0,9000.0,2.38,143.61,392.81,36.56,616.55,9390.6,0.07,137,1805
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,305.68,394.74,77.44,589.71,47027.19,0.39,137,1807
Westland,DR,10.0,600000.0,9000.0,2.38,143.8,392.83,36.61,616.7,9501.8,0.09,137,1807
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,307.66,394.28,78.03,593.1,45958.61,0.11,137,1810
Westland,DR,10.0,600000.0,9000.0,2.38,145.13,392.67,36.96,618.23,4090.95,0.06,137,1810
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,306.99,394.64,77.79,591.13,45044.54,0.23,137,1812
Westland,DR,10.0,600000.0,9000.0,2.38,140.89,392.09,35.93,614.55,8435.18,0.1,137,1812
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,307.08,394.86,77.77,591.01,53344.93,0.76,137,1814
Westland,DR,10.0,600000.0,9000.0,2.38,141.07,392.08,35.98,614.67,11940.75,0.1,137,1814
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,306.81,394.88,77.7,591.27,51575.0,0.2,137,1817
Westland,DR,10.0,600000.0,9000.0,2.38,141.32,392.08,36.04,614.91,4879.89,0.07,137,1817
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,306.78,394.49,77.77,591.12,44142.72,0.16,137,1819
Westland,DR,10.0,600000.0,9000.0,2.38,141.29,392.07,36.04,614.87,6982.01,0.09,137,1819
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,306.53,394.74,77.65,591.34,32985.73,0.13,137,1821
Westland,DR,10.0,600000.0,9000.0,2.38,141.49,392.07,36.09,615.07,2324.31,0.05,137,1821
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,307.77,394.61,77.99,591.67,51224.45,0.21,137,1824
Westland,DR,10.0,600000.0,9000.0,2.38,141.54,392.08,36.1,615.03,3877.56,0.07,137,1824
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,307.05,394.28,77.88,591.73,42788.21,0.19,137,1826
Westland,DR,10.0,600000.0,9000.0,2.38,140.92,392.05,35.95,614.52,6803.47,0.09,137,1826
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,307.68,394.32,78.03,592.64,48505.82,0.51,137,1828
Westland,DR,10.0,600000.0,9000.0,2.38,141.37,392.1,36.06,614.92,6461.43,0.08,137,1828
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,305.13,395.11,77.23,589.44,49830.89,0.21,137,1831
Westland,DR,10.0,600000.0,9000.0,2.38,141.69,392.1,36.14,615.21,4028.14,0.07,137,1831
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,306.84,394.49,77.78,591.68,43543.42,0.25,137,1833
Westland,DR,10.0,600000.0,9000.0,2.38,141.18,392.08,36.01,614.7,7031.95,0.12,137,1833
Backup,Backup,20.0,40000.0,2000.0,1.75,12063.03,19508.31,61.84,12063.03,0.0,0.0,137,1835
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,307.26,394.92,77.8,591.07,47286.0,0.53,137,1835
Westland,DR,10.0,600000.0,9000.0,2.38,142.45,392.11,36.33,615.94,9591.62,0.11,137,1835
Backup,Backup,20.0,40000.0,2000.0,1.75,12081.97,18456.56,65.46,12081.97,0.0,0.0,137,1838
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,307.15,394.58,77.84,591.97,49661.03,0.19,137,1838
Westland,DR,10.0,600000.0,9000.0,2.38,141.56,392.12,36.1,615.06,4041.09,0.07,137,1838
Backup,Backup,20.0,40000.0,2000.0,1.75,12068.97,17947.65,67.25,12068.97,0.0,0.0,137,1840
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,308.01,394.44,78.09,592.04,45149.83,0.21,137,1840
Westland,DR,10.0,600000.0,9000.0,2.38,141.82,392.14,36.17,615.29,9567.57,0.09,137,1840
Backup,Backup,20.0,40000.0,2000.0,1.75,12072.73,19745.8,61.14,12072.73,0.0,0.0,137,1842
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,306.82,394.74,77.73,590.91,44670.04,0.49,137,1842
Westland,DR,10.0,600000.0,9000.0,2.38,142.13,392.11,36.25,615.6,9271.58,0.1,137,1842
Backup,Backup,20.0,40000.0,2000.0,1.75,12051.3,19135.11,62.98,12051.3,0.0,0.0,137,1845
Colo,Prod-Open,10.0,600000.0,9000.0,2.38,305.82,394.95,77.43,590.33,41197.41,0.16,137,1845
Westland,DR,10.0,600000.0,9000.0,2.38,141.94,392.14,36.2,615.41,4042.27,0.07,137,1845
