geography,device_type_code,id,device_type_description,array_name,upload_id,cpu_util,latency_capacity,data_mover_capacity,tier,price_per_gb,ttl_iops,ttl_latency,ttl_used,ttl_usable,pct_used,ttl_allocated,client_id,period_id
,V7000_DEVICE,71904,IBM V7000 Device,STGCLD02,120333,100.0,10.0,-1.0,1,$1.75 ,6657.25,0.13,62.96,197.37,31.9,542.21,137,1467
,V7000_DEVICE,71918,IBM V7000 Device,STGCLD03,120339,100.0,10.0,-1.0,1,$1.75 ,11368.21,0.97,154.13,202.06,76.28,434.77,137,1467
,VMAX_DEVICE,72001,EMC VMax Device,VMAX-197801529,120550,100.0,10.0,-1.0,1,$3.00 ,0.0,0.0,147.67,191.21,77.23,152.62,137,1468
,VMAX_DEVICE,72002,EMC VMax Device,VMAX-197801527,120551,100.0,10.0,-1.0,1,$3.00 ,0.0,0.0,47.93,195.93,24.46,48.15,137,1468
,V7000_DEVICE,72074,IBM V7000 Device,STGCLD02,120661,100.0,10.0,-1.0,1,$1.75 ,11672.98,0.12,62.96,197.35,31.9,542.21,137,1469
,V7000_DEVICE,72075,IBM V7000 Device,STGCLD03,120663,100.0,10.0,-1.0,1,$1.75 ,27351.15,1.52,154.35,202.07,76.39,434.77,137,1469
,VMAX_DEVICE,72076,EMC VMax Device,VMAX-197801529,120677,100.0,10.0,-1.0,1,$3.00 ,0.0,0.0,146.69,191.09,76.76,151.75,137,1469
,VMAX_DEVICE,72077,EMC VMax Device,VMAX-197801527,120678,100.0,10.0,-1.0,1,$3.00 ,0.0,0.0,47.65,195.89,24.33,47.92,137,1469
,V7000_DEVICE,72212,IBM V7000 Device,STGCLD02,120886,100.0,10.0,-1.0,1,$1.75 ,13627.62,0.14,62.98,197.38,31.91,542.21,137,1470
,V7000_DEVICE,72213,IBM V7000 Device,STGCLD03,120887,100.0,10.0,-1.0,1,$1.75 ,27489.72,1.63,154.42,202.04,76.43,434.77,137,1470
,V7000_DEVICE,72282,IBM V7000 Device,STGCLD02,120993,100.0,10.0,-1.0,1,$1.75 ,11175.73,0.12,63.01,197.34,31.93,542.21,137,1471
,V7000_DEVICE,72283,IBM V7000 Device,STGCLD03,120995,100.0,10.0,-1.0,1,$1.75 ,27988.66,1.55,154.43,202.07,76.42,434.77,137,1471
,VMAX_DEVICE,72284,EMC VMax Device,VMAX-197801529,121005,100.0,10.0,-1.0,1,$3.00 ,0.0,0.0,149.2,191.04,78.09,154.31,137,1471
,VMAX_DEVICE,72285,EMC VMax Device,VMAX-197801527,121006,100.0,10.0,-1.0,1,$3.00 ,0.0,0.0,50.58,195.93,25.81,50.8,137,1471
,V7000_DEVICE,72915,IBM V7000 Device,STGCLD02,122031,100.0,10.0,-1.0,1,$1.75 ,9054.32,0.11,62.99,197.37,31.91,542.21,137,1474
,V7000_DEVICE,72916,IBM V7000 Device,STGCLD03,122033,100.0,10.0,-1.0,1,$1.75 ,9611.39,0.84,153.92,202.06,76.17,434.77,137,1474
,VMAX_DEVICE,72918,EMC VMax Device,VMAX-197801527,122050,100.0,10.0,-1.0,1,$3.00 ,1793.0,0.0,50.38,195.9,25.72,50.65,137,1474
,VMAX_DEVICE,72917,EMC VMax Device,VMAX-197801529,122049,100.0,10.0,-1.0,1,$3.00 ,33956.08,0.0,147.15,190.76,77.14,152.56,137,1474
,V7000_DEVICE,73827,IBM V7000 Device,STGCLD02,123197,100.0,10.0,-1.0,1,$1.75 ,11838.43,0.12,62.99,197.37,31.92,542.21,137,1476
,V7000_DEVICE,73830,IBM V7000 Device,STGCLD03,123199,100.0,10.0,-1.0,1,$1.75 ,24402.59,1.5,154.51,202.06,76.47,434.77,137,1476
,VMAX_DEVICE,73832,EMC VMax Device,VMAX-197801527,123209,100.0,10.0,-1.0,1,$3.00 ,3360.0,0.0,51.32,195.91,26.19,51.56,137,1476
,VMAX_DEVICE,73831,EMC VMax Device,VMAX-197801529,123208,100.0,10.0,-1.0,1,$3.00 ,34366.58,0.0,149.32,190.14,78.53,155.33,137,1476
,V7000_DEVICE,74259,IBM V7000 Device,STGCLD02,123875,100.0,10.0,-1.0,1,$1.75 ,10826.3,0.11,63.0,197.37,31.92,542.21,137,1478
,V7000_DEVICE,74260,IBM V7000 Device,STGCLD03,123877,100.0,10.0,-1.0,1,$1.75 ,27122.11,1.55,154.37,202.07,76.4,434.77,137,1478
,VMAX_DEVICE,74261,EMC VMax Device,VMAX-197801529,123887,100.0,10.0,-1.0,1,$3.00 ,27361.33,0.0,124.8,190.93,65.36,130.03,137,1478
,VMAX_DEVICE,74262,EMC VMax Device,VMAX-197801527,123888,100.0,10.0,-1.0,1,$3.00 ,2302.5,0.0,50.54,195.89,25.8,50.8,137,1478
,V7000_DEVICE,74874,IBM V7000 Device,STGCLD02,124893,100.0,10.0,-1.0,1,$1.75 ,5406.06,0.14,63.35,197.37,32.1,542.21,137,1481
,V7000_DEVICE,74878,IBM V7000 Device,STGCLD03,124894,100.0,10.0,-1.0,1,$1.75 ,17702.27,0.73,153.99,202.06,76.21,434.77,137,1481
,VMAX_DEVICE,74879,EMC VMax Device,VMAX-197801529,124912,100.0,10.0,-1.0,1,$3.00 ,43237.75,0.0,121.51,191.13,63.57,126.54,137,1481
,VMAX_DEVICE,74880,EMC VMax Device,VMAX-197801527,124913,100.0,10.0,-1.0,1,$3.00 ,1693.67,0.0,51.72,195.92,26.4,51.96,137,1481
,V7000_DEVICE,75220,IBM V7000 Device,STGCLD02,125484,100.0,10.0,-1.0,1,$1.75 ,6585.27,0.13,63.37,197.37,32.11,542.21,137,1483
,V7000_DEVICE,75221,IBM V7000 Device,STGCLD03,125487,100.0,10.0,-1.0,1,$1.75 ,23018.07,1.2,154.0,202.06,76.21,434.77,137,1483
,VMAX_DEVICE,75223,EMC VMax Device,VMAX-197801527,125496,100.0,10.0,-1.0,1,$3.00 ,1660.25,0.0,50.96,195.9,26.02,51.22,137,1483
,VMAX_DEVICE,75222,EMC VMax Device,VMAX-197801529,125495,100.0,10.0,-1.0,1,$3.00 ,39324.5,0.0,122.28,191.49,63.86,126.95,137,1483
,V7000_DEVICE,75621,IBM V7000 Device,STGCLD02,126131,100.0,10.0,-1.0,1,$1.75 ,10968.14,0.12,63.39,197.38,32.12,542.21,137,1485
,V7000_DEVICE,75624,IBM V7000 Device,STGCLD03,126134,100.0,10.0,-1.0,1,$1.75 ,28055.17,1.53,154.52,202.07,76.47,434.77,137,1485
,VMAX_DEVICE,75626,EMC VMax Device,VMAX-197801527,126146,100.0,10.0,-1.0,1,$3.00 ,2845.25,0.0,49.65,195.91,25.34,49.9,137,1485
,VMAX_DEVICE,75625,EMC VMax Device,VMAX-197801529,126145,100.0,10.0,-1.0,1,$3.00 ,36879.67,0.0,123.2,192.21,64.1,127.15,137,1485
,V7000_DEVICE,76369,IBM V7000 Device,STGCLD02,127356,100.0,10.0,-1.0,1,$1.75 ,6245.37,0.12,63.49,197.38,32.17,542.21,137,1488
,V7000_DEVICE,76371,IBM V7000 Device,STGCLD03,127360,100.0,10.0,-1.0,1,$1.75 ,32458.38,1.15,154.99,202.05,76.71,434.77,137,1488
,VMAX_DEVICE,76373,EMC VMax Device,VMAX-197801527,127405,100.0,10.0,-1.0,1,$3.00 ,1909.08,0.0,49.72,195.99,25.37,49.89,137,1488
,VMAX_DEVICE,76372,EMC VMax Device,VMAX-197801529,127404,100.0,10.0,-1.0,1,$3.00 ,43121.92,0.0,120.05,191.8,62.59,124.4,137,1488
,V7000_DEVICE,76718,IBM V7000 Device,STGCLD02,127978,100.0,10.0,-1.0,1,$1.75 ,10730.53,0.12,63.42,197.37,32.13,542.21,137,1490
,V7000_DEVICE,76721,IBM V7000 Device,STGCLD03,127980,100.0,10.0,-1.0,1,$1.75 ,21906.73,1.43,154.24,202.07,76.33,434.77,137,1490
,VMAX_DEVICE,76720,EMC VMax Device,VMAX-197801527,128030,100.0,10.0,-1.0,1,$3.00 ,6926.58,0.0,49.32,195.95,25.17,49.52,137,1490
,VMAX_DEVICE,76719,EMC VMax Device,VMAX-197801529,128028,100.0,10.0,-1.0,1,$3.00 ,41322.58,0.0,119.51,191.92,62.27,123.75,137,1490
,V7000_DEVICE,77183,IBM V7000 Device,STGCLD02,128910,100.0,10.0,-1.0,1,$1.75 ,10354.75,0.13,63.41,197.37,32.13,542.21,137,1492
,V7000_DEVICE,77186,IBM V7000 Device,STGCLD03,128912,100.0,10.0,-1.0,1,$1.75 ,26946.15,1.33,154.66,202.06,76.54,434.77,137,1492
,VMAX_DEVICE,77184,EMC VMax Device,VMAX-197801529,128934,100.0,10.0,-1.0,1,$3.00 ,40089.5,0.0,120.95,192.39,62.87,124.72,137,1492
,VMAX_DEVICE,77185,EMC VMax Device,VMAX-197801527,128935,100.0,10.0,-1.0,1,$3.00 ,13979.5,0.0,53.53,195.91,27.32,53.77,137,1492
,V7000_DEVICE,78979,IBM V7000 Device,STGCLD02,131453,100.0,10.0,-1.0,1,$1.75 ,5387.12,0.13,63.46,197.37,32.15,542.21,137,1495
,V7000_DEVICE,78980,IBM V7000 Device,STGCLD03,131454,100.0,10.0,-1.0,1,$1.75 ,12899.16,0.79,153.96,202.06,76.2,434.77,137,1495
,VMAX_DEVICE,78981,EMC VMax Device,VMAX-197801529,131465,100.0,10.0,-1.0,1,$3.00 ,44788.83,0.0,118.89,192.17,61.87,122.88,137,1495
,VMAX_DEVICE,78982,EMC VMax Device,VMAX-197801527,131466,100.0,10.0,-1.0,1,$3.00 ,3513.75,0.0,67.46,194.91,34.61,68.71,137,1495
,V7000_DEVICE,79314,IBM V7000 Device,STGCLD02,132046,100.0,10.0,-1.0,1,$1.75 ,10343.72,0.12,63.46,197.37,32.16,542.21,137,1497
,V7000_DEVICE,79315,IBM V7000 Device,STGCLD03,132047,100.0,10.0,-1.0,1,$1.75 ,17096.7,1.39,154.74,202.07,76.58,434.77,137,1497
,VMAX_DEVICE,79317,EMC VMax Device,VMAX-197801527,132063,100.0,10.0,-1.0,1,$3.00 ,2307.58,0.0,74.94,194.48,38.53,76.61,137,1497
,VMAX_DEVICE,79316,EMC VMax Device,VMAX-197801529,132062,100.0,10.0,-1.0,1,$3.00 ,44137.58,0.0,120.08,192.21,62.47,124.03,137,1497
,V7000_DEVICE,79711,IBM V7000 Device,STGCLD02,132717,100.0,10.0,-1.0,1,$1.75 ,10197.1,0.12,63.46,197.37,32.15,542.21,137,1499
,V7000_DEVICE,79712,IBM V7000 Device,STGCLD03,132721,100.0,10.0,-1.0,1,$1.75 ,26625.48,1.44,154.28,202.06,76.35,434.77,137,1499
,VMAX_DEVICE,79714,EMC VMax Device,VMAX-197801527,132732,100.0,10.0,-1.0,1,$3.00 ,6872.67,0.0,75.02,194.82,38.51,76.36,137,1499
,VMAX_DEVICE,79713,EMC VMax Device,VMAX-197801529,132731,100.0,10.0,-1.0,1,$3.00 ,38738.58,0.0,119.85,192.5,62.26,123.51,137,1499
,V7000_DEVICE,80326,IBM V7000 Device,STGCLD02,133776,100.0,10.0,-1.0,1,$1.75 ,5611.84,0.14,63.5,197.37,32.17,542.21,137,1502
,V7000_DEVICE,80329,IBM V7000 Device,STGCLD03,133778,100.0,10.0,-1.0,1,$1.75 ,14695.09,0.86,153.57,202.06,76.0,434.77,137,1502
,VMAX_DEVICE,80330,EMC VMax Device,VMAX-197801529,133794,100.0,10.0,-1.0,1,$3.00 ,37249.17,0.0,119.35,192.32,62.06,123.19,137,1502
,VMAX_DEVICE,80331,EMC VMax Device,VMAX-197801527,133795,100.0,10.0,-1.0,1,$3.00 ,4719.33,0.0,76.63,195.01,39.29,77.77,137,1502
,V7000_DEVICE,80660,IBM V7000 Device,STGCLD02,134371,100.0,10.0,-1.0,1,$1.75 ,10977.15,0.11,63.5,197.38,32.17,542.21,137,1504
,V7000_DEVICE,80661,IBM V7000 Device,STGCLD03,134373,100.0,10.0,-1.0,1,$1.75 ,30405.7,1.47,154.1,202.07,76.26,434.77,137,1504
,VMAX_DEVICE,80663,EMC VMax Device,VMAX-197801527,134387,100.0,10.0,-1.0,1,$3.00 ,3647.5,0.0,77.15,195.03,39.56,78.27,137,1504
,VMAX_DEVICE,80662,EMC VMax Device,VMAX-197801529,134386,100.0,10.0,-1.0,1,$3.00 ,43125.83,0.0,119.56,192.21,62.2,123.51,137,1504
,V7000_DEVICE,81036,IBM V7000 Device,STGCLD02,135008,100.0,10.0,-1.0,1,$1.75 ,10828.68,0.12,63.48,197.37,32.16,542.21,137,1506
,V7000_DEVICE,81037,IBM V7000 Device,STGCLD03,135009,100.0,10.0,-1.0,1,$1.75 ,27309.11,1.48,154.33,202.06,76.38,434.77,137,1506
,VMAX_DEVICE,81038,EMC VMax Device,VMAX-197801529,135020,100.0,10.0,-1.0,1,$3.00 ,39549.33,0.0,123.35,192.78,63.98,126.73,137,1506
,VMAX_DEVICE,81039,EMC VMax Device,VMAX-197801527,135021,100.0,10.0,-1.0,1,$3.00 ,3407.17,0.0,75.7,194.91,38.84,76.94,137,1506
,V7000_DEVICE,81715,IBM V7000 Device,STGCLD02,136141,100.0,10.0,-1.0,1,$1.75 ,15677.78,0.14,63.51,197.37,32.18,542.21,137,1509
,V7000_DEVICE,81716,IBM V7000 Device,STGCLD03,136142,100.0,10.0,-1.0,1,$1.75 ,26339.21,1.06,150.82,199.54,75.58,434.77,137,1509
,VMAX_DEVICE,81718,EMC VMax Device,VMAX-197801527,136163,100.0,10.0,-1.0,1,$3.00 ,3048.0,0.0,74.29,195.0,38.1,75.44,137,1509
,V7000_DEVICE,82042,IBM V7000 Device,STGCLD02,136741,100.0,10.0,-1.0,1,$1.75 ,10968.26,0.12,63.46,197.37,32.15,542.21,137,1511
,V7000_DEVICE,82043,IBM V7000 Device,STGCLD03,136743,100.0,10.0,-1.0,1,$1.75 ,29099.37,1.43,154.26,202.07,76.34,434.77,137,1511
,VMAX_DEVICE,82045,EMC VMax Device,VMAX-197801527,136757,100.0,10.0,-1.0,1,$3.00 ,3140.5,0.0,75.11,195.07,38.5,76.2,137,1511
,VMAX_DEVICE,82044,EMC VMax Device,VMAX-197801529,136756,100.0,10.0,-1.0,1,$3.00 ,38965.58,0.0,117.09,192.19,60.92,121.06,137,1511
,V7000_DEVICE,82447,IBM V7000 Device,STGCLD02,137408,100.0,10.0,-1.0,1,$1.75 ,10839.92,0.13,63.47,197.36,32.16,542.21,137,1513
,V7000_DEVICE,82450,IBM V7000 Device,STGCLD03,137409,100.0,10.0,-1.0,1,$1.75 ,27570.58,1.36,154.25,202.07,76.33,434.77,137,1513
,VMAX_DEVICE,82449,EMC VMax Device,VMAX-197801527,137430,100.0,10.0,-1.0,1,$3.00 ,2929.5,0.0,76.73,195.29,39.29,77.6,137,1513
,VMAX_DEVICE,82448,EMC VMax Device,VMAX-197801529,137429,100.0,10.0,-1.0,1,$3.00 ,38814.5,0.0,117.56,192.53,61.06,121.19,137,1513
,V7000_DEVICE,83087,IBM V7000 Device,STGCLD03,138499,100.0,10.0,-1.0,1,$1.75 ,13979.04,0.82,153.83,202.06,76.13,434.77,137,1516
,VMAX_DEVICE,83085,EMC VMax Device,VMAX-197801529,138543,100.0,10.0,-1.0,1,$3.00 ,43444.83,0.0,116.29,192.24,60.49,120.21,137,1516
,VMAX_DEVICE,83086,EMC VMax Device,VMAX-197801527,138544,100.0,10.0,-1.0,1,$3.00 ,2924.08,0.0,74.96,195.04,38.43,76.08,137,1516
,V7000_DEVICE,83563,IBM V7000 Device,STGCLD02,139316,100.0,10.0,-1.0,1,$1.75 ,10237.05,0.11,63.51,197.37,32.18,542.21,137,1518
,V7000_DEVICE,83567,IBM V7000 Device,STGCLD03,139317,100.0,10.0,-1.0,1,$1.75 ,28366.6,1.53,154.36,202.06,76.39,434.77,137,1518
,VMAX_DEVICE,83566,EMC VMax Device,VMAX-197801527,139339,100.0,10.0,-1.0,1,$3.00 ,2355.83,0.0,74.9,194.91,38.43,76.15,137,1518
,VMAX_DEVICE,83565,EMC VMax Device,VMAX-197801529,139338,100.0,10.0,-1.0,1,$3.00 ,39719.25,0.0,116.52,192.15,60.64,120.53,137,1518
,V7000_DEVICE,83924,IBM V7000 Device,STGCLD02,139937,100.0,10.0,-1.0,1,$1.75 ,10105.44,0.12,63.51,197.36,32.18,542.21,137,1520
,V7000_DEVICE,83928,IBM V7000 Device,STGCLD03,139938,100.0,10.0,-1.0,1,$1.75 ,27414.91,1.5,154.53,202.06,76.48,434.77,137,1520
,VMAX_DEVICE,83925,EMC VMax Device,VMAX-197801529,139961,100.0,10.0,-1.0,1,$3.00 ,40465.5,0.0,118.74,192.53,61.67,122.37,137,1520
,VMAX_DEVICE,83927,EMC VMax Device,VMAX-197801527,139962,100.0,10.0,-1.0,1,$3.00 ,3731.83,0.0,76.63,195.17,39.26,77.62,137,1520
,V7000_DEVICE,84588,IBM V7000 Device,STGCLD02,141093,100.0,10.0,-1.0,1,$1.75 ,7611.66,0.12,63.54,197.37,32.19,542.21,137,1523
,VMAX_DEVICE,84591,EMC VMax Device,VMAX-197801529,141119,100.0,10.0,-1.0,1,$3.00 ,47411.25,0.0,116.97,192.22,60.85,120.91,137,1523
,VMAX_DEVICE,84590,EMC VMax Device,VMAX-197801527,141120,100.0,10.0,-1.0,1,$3.00 ,2628.25,0.0,75.35,195.02,38.64,76.49,137,1523
,V7000_DEVICE,84906,IBM V7000 Device,STGCLD02,141686,100.0,10.0,-1.0,1,$1.75 ,11587.14,0.12,63.55,197.38,32.2,542.21,137,1525
,V7000_DEVICE,84909,IBM V7000 Device,STGCLD03,141688,100.0,10.0,-1.0,1,$1.75 ,17910.82,1.78,154.48,202.06,76.45,434.77,137,1525
,VMAX_DEVICE,84907,EMC VMax Device,VMAX-197801529,141703,100.0,10.0,-1.0,1,$3.00 ,43705.25,0.0,117.15,192.07,61.0,121.25,137,1525
,VMAX_DEVICE,84908,EMC VMax Device,VMAX-197801527,141704,100.0,10.0,-1.0,1,$3.00 ,3351.5,0.0,76.04,195.06,38.98,77.13,137,1525
,VMAX_DEVICE,85214,EMC VMax Device,VMAX-197801529,142221,100.0,10.0,-1.0,1,$3.00 ,41140.83,0.0,119.03,192.48,61.84,122.71,137,1527
,VMAX_DEVICE,85215,EMC VMax Device,VMAX-197801527,142222,100.0,10.0,-1.0,1,$3.00 ,2692.5,0.0,75.44,195.09,38.67,76.51,137,1527
,V7000_DEVICE,85225,IBM V7000 Device,STGCLD02,142234,100.0,10.0,-1.0,1,$1.75 ,0.0,0.0,63.56,197.37,32.2,542.21,137,1527
,V7000_DEVICE,85226,IBM V7000 Device,STGCLD03,142235,100.0,10.0,-1.0,1,$1.75 ,0.0,0.0,154.52,202.06,76.47,434.77,137,1527
,V7000_DEVICE,86003,IBM V7000 Device,STGCLD02,143479,100.0,10.0,-1.0,1,$1.75 ,7763.14,0.25,63.59,197.38,32.22,542.21,137,1530
,V7000_DEVICE,86022,IBM V7000 Device,STGCLD03,143574,100.0,10.0,-1.0,1,$1.75 ,13749.44,1.02,154.01,202.06,76.22,434.77,137,1530
,VMAX_DEVICE,86005,EMC VMax Device,VMAX-197801527,143541,100.0,10.0,-1.0,1,$3.00 ,3365.25,0.0,75.72,195.02,38.83,76.86,137,1530
,VMAX_DEVICE,86004,EMC VMax Device,VMAX-197801529,143540,100.0,10.0,-1.0,1,$3.00 ,46959.42,0.0,117.47,192.18,61.12,121.45,137,1530
,V7000_DEVICE,86406,IBM V7000 Device,STGCLD02,144176,100.0,10.0,-1.0,1,$1.75 ,7772.46,0.11,63.59,197.36,32.22,542.21,137,1532
,V7000_DEVICE,86411,IBM V7000 Device,STGCLD03,144178,100.0,10.0,-1.0,1,$1.75 ,10008.56,0.73,154.66,202.06,76.54,434.77,137,1532
,VMAX_DEVICE,86410,EMC VMax Device,VMAX-197801527,144199,100.0,10.0,-1.0,1,$3.00 ,3021.25,0.0,76.22,195.07,39.07,77.31,137,1532
,VMAX_DEVICE,86409,EMC VMax Device,VMAX-197801529,144197,100.0,10.0,-1.0,1,$3.00 ,48865.25,0.0,117.6,192.09,61.22,121.68,137,1532
,V7000_DEVICE,86791,IBM V7000 Device,STGCLD02,144970,100.0,10.0,-1.0,1,$1.75 ,8620.47,0.1,63.59,197.38,32.22,542.21,137,1534
,V7000_DEVICE,86795,IBM V7000 Device,STGCLD03,144971,100.0,10.0,-1.0,1,$1.75 ,15305.46,1.15,154.44,202.06,76.43,434.77,137,1534
,VMAX_DEVICE,86794,EMC VMax Device,VMAX-197801527,144992,100.0,10.0,-1.0,1,$3.00 ,2625.17,0.0,77.3,195.18,39.61,78.29,137,1534
,VMAX_DEVICE,86793,EMC VMax Device,VMAX-197801529,144991,100.0,10.0,-1.0,1,$3.00 ,40680.75,0.0,123.44,192.39,64.16,127.21,137,1534
,V7000_DEVICE,87385,IBM V7000 Device,STGCLD02,146017,100.0,10.0,-1.0,1,$1.75 ,4587.31,0.3,63.64,197.42,32.24,542.21,137,1537
,V7000_DEVICE,87573,IBM V7000 Device,STGCLD03,146334,100.0,10.0,-1.0,1,$1.75 ,8183.3,1.35,155.02,202.05,76.72,434.77,137,1537
,VMAX_DEVICE,87389,EMC VMax Device,VMAX-197801527,146034,100.0,10.0,-1.0,1,$3.00 ,2591.42,0.0,77.05,195.04,39.51,78.17,137,1537
,VMAX_DEVICE,87388,EMC VMax Device,VMAX-197801529,146033,100.0,10.0,-1.0,1,$3.00 ,46144.92,0.0,118.89,192.1,61.89,122.95,137,1537
,V7000_DEVICE,87740,IBM V7000 Device,STGCLD02,146608,100.0,10.0,-1.0,1,$1.75 ,7888.12,0.11,63.47,197.36,32.16,542.21,137,1539
,V7000_DEVICE,87743,IBM V7000 Device,STGCLD03,146610,100.0,10.0,-1.0,1,$1.75 ,9356.47,1.05,154.45,202.06,76.44,434.77,137,1539
,VMAX_DEVICE,87742,EMC VMax Device,VMAX-197801527,146636,100.0,10.0,-1.0,1,$3.00 ,2711.83,0.0,77.17,195.0,39.57,78.33,137,1539
,VMAX_DEVICE,87741,EMC VMax Device,VMAX-197801529,146634,100.0,10.0,-1.0,1,$3.00 ,45320.58,0.0,119.61,192.08,62.27,123.69,137,1539
,V7000_DEVICE,88232,IBM V7000 Device,STGCLD03,147504,100.0,10.0,-1.0,1,$1.75 ,13015.91,0.98,154.5,202.06,76.46,434.77,137,1541
,V7000_DEVICE,88231,IBM V7000 Device,STGCLD02,147505,100.0,10.0,-1.0,1,$1.75 ,9573.99,0.12,63.45,197.37,32.15,542.21,137,1541
